id,product_code,total_carrier,total_shelf_age,total_cost,total_price,total_wage,total_order,total_different_day_timestamp,maximum_demand,average_demand,minimum_demand,maximum_flow,average_flow,minimum_flow,frequency
34,RV32RV32,1495,22406,672750000.0,740025000.0,67275000.0,1091,349,12,4.283667621776504,1,6,1.370302474793767,1,0.9561643835616438
35,RV40RV40,1473,22373,736500000.0,810150000.0,73650000.0,1099,349,16,4.2206303724928365,1,6,1.3403093721565058,1,0.9561643835616438
36,RV50RV50,1525,22663,244000000.0,268400000.0,24400000.0,1132,347,15,4.394812680115273,1,5,1.3471731448763251,1,0.9506849315068493
37,RVC2VC20,1482,22611,355680000.0,391248000.0,35568000.0,1066,350,16,4.234285714285714,1,5,1.3902439024390243,1,0.958904109589041
38,RVC2VC25,1454,21407,218100000.0,239910000.0,21810000.0,1094,351,16,4.1424501424501425,1,6,1.3290676416819014,1,0.9616438356164384
39,RVC3VC32,1456,21877,538720000.0,592592000.0,53872000.0,1102,354,20,4.112994350282486,1,4,1.3212341197822142,1,0.9698630136986301
40,RVC4VC40,1508,22992,482560000.0,530816000.0,48256000.0,1092,346,17,4.358381502890174,1,6,1.380952380952381,1,0.947945205479452
41,RVC5VC50,1427,21128,299670000.0,329637000.0,29967000.0,1024,347,16,4.112391930835735,1,6,1.3935546875,1,0.9506849315068493
42,RVC6VC63,1494,22546,283860000.0,312246000.0,28386000.0,1098,351,17,4.256410256410256,1,7,1.360655737704918,1,0.9616438356164384
43,RZC22010,1541,22592,6164000.0,6780400.0,616400.0,1122,348,15,4.42816091954023,1,6,1.3734402852049912,1,0.9534246575342465
44,RZC22510,1425,21802,12825000.0,14107500.0,1282500.0,1080,346,14,4.118497109826589,1,5,1.3194444444444444,1,0.947945205479452
45,RZC33210,1554,23665,13675200.0,15073800.0,1398600.0,1119,351,17,4.427350427350428,1,8,1.388739946380697,1,0.9616438356164384
46,RZC4C408,1462,21759,4093600.0,4532200.0,438600.0,1074,340,12,4.3,1,6,1.361266294227188,1,0.9315068493150684
47,RZC5C506,1531,22737,3674400.0,4133700.0,459300.0,1118,347,14,4.412103746397695,1,5,1.3694096601073344,1,0.9506849315068493
48,RZC6C636,1487,21885,9962900.0,11003800.0,1040900.0,1080,350,15,4.248571428571428,1,6,1.3768518518518518,1,0.958904109589041
49,RZRNRN20,1503,22443,9769500.0,10821600.0,1052100.0,1095,347,13,4.3314121037463975,1,6,1.3726027397260274,1,0.9506849315068493
50,RZRNRN25,1451,21662,6529500.0,7255000.0,725500.0,1073,346,20,4.19364161849711,1,5,1.352283317800559,1,0.947945205479452
51,RZRNRN32,1490,22577,4321000.0,4768000.0,447000.0,1107,349,14,4.269340974212034,1,5,1.3459801264679314,1,0.9561643835616438
52,RZRNRN40,1548,22926,13003200.0,14396400.0,1393200.0,1109,351,14,4.410256410256411,1,5,1.3958521190261497,1,0.9616438356164384
53,RZRNRN50,1539,22815,10619100.0,11696400.0,1077300.0,1125,349,15,4.409742120343839,1,7,1.368,1,0.9561643835616438
54,RZRNRN63,1475,22512,9440000.0,10472500.0,1032500.0,1074,349,13,4.226361031518625,1,5,1.3733705772811917,1,0.9561643835616438
55,RZRTRT20,1446,22417,4338000.0,4771800.0,433800.0,1064,344,13,4.203488372093023,1,6,1.3590225563909775,1,0.9424657534246575
56,RZRTRT25,1468,21814,10422800.0,11597200.0,1174400.0,1086,350,15,4.194285714285714,1,5,1.3517495395948436,1,0.958904109589041
57,RZRTRT32,1536,22998,14592000.0,16128000.0,1536000.0,1137,347,13,4.426512968299712,1,5,1.3509234828496042,1,0.9506849315068493
58,RZRTRT40,1566,24301,2035800.0,2349000.0,313200.0,1119,354,16,4.423728813559322,1,5,1.3994638069705094,1,0.9698630136986301
59,RZRTRT50,1497,22222,8832300.0,9730500.0,898200.0,1106,351,15,4.264957264957265,1,6,1.3535262206148282,1,0.9616438356164384
60,RZRTRT63,1452,21739,8712000.0,9583200.0,871200.0,1075,345,15,4.208695652173913,1,5,1.3506976744186046,1,0.9452054794520548
61,RL11L110,1512,22978,15120000.0,16632000.0,1512000.0,1118,352,13,4.295454545454546,1,5,1.3524150268336315,1,0.9643835616438357
62,RL20RL20,1531,22619,4439900.0,4899200.0,459300.0,1108,347,15,4.412103746397695,1,5,1.3817689530685922,1,0.9506849315068493
63,RL25RL25,1416,21385,3964800.0,4389600.0,424800.0,1046,349,14,4.0573065902578795,1,5,1.3537284894837476,1,0.9561643835616438
64,RL32RL32,1581,24646,3320100.0,3794400.0,474300.0,1162,355,16,4.453521126760563,1,6,1.3605851979345955,1,0.9726027397260274
65,RL40RL40,1486,22354,3417800.0,3863600.0,445800.0,1093,349,14,4.257879656160458,1,5,1.3595608417200367,1,0.9561643835616438
66,RL50RL50,1463,22565,11996600.0,13313300.0,1316700.0,1077,353,14,4.144475920679887,1,5,1.3584029712163417,1,0.9671232876712329
67,RL63RL63,1474,21834,3979800.0,4422000.0,442200.0,1090,346,19,4.2601156069364166,1,5,1.3522935779816514,1,0.947945205479452
68,RL75RL75,1508,22925,13270400.0,14627600.0,1357200.0,1092,347,12,4.345821325648415,1,5,1.380952380952381,1,0.9506849315068493
69,RL90RL90,1518,22512,10018800.0,11081400.0,1062600.0,1121,354,17,4.288135593220339,1,5,1.3541480820695808,1,0.9698630136986301
70,RLKR51/2,1497,22587,11676600.0,12874200.0,1197600.0,1093,354,19,4.228813559322034,1,5,1.3696248856358646,1,0.9698630136986301
71,RLRNRN20,1499,22952,9593600.0,10642900.0,1049300.0,1100,349,12,4.29512893982808,1,5,1.3627272727272728,1,0.9561643835616438
72,RLRNRN25,1491,21881,3280200.0,3727500.0,447300.0,1077,349,14,4.2722063037249285,1,5,1.384401114206128,1,0.9561643835616438
73,RLRN51/2,1468,21470,4697600.0,5284800.0,587200.0,1085,352,14,4.170454545454546,1,5,1.3529953917050692,1,0.9643835616438357
74,RLRNRN32,1530,23247,13770000.0,15147000.0,1377000.0,1113,357,14,4.285714285714286,1,5,1.3746630727762803,1,0.9780821917808219
75,RLRTRT20,1512,22750,1965600.0,2268000.0,302400.0,1131,344,16,4.395348837209302,1,5,1.336870026525199,1,0.9424657534246575
76,RLRTRT25,1548,22886,14086800.0,15634800.0,1548000.0,1106,354,16,4.372881355932203,1,5,1.3996383363471971,1,0.9698630136986301
77,RLRT51/2,1536,23587,10905600.0,12134400.0,1228800.0,1112,349,17,4.401146131805158,1,4,1.381294964028777,1,0.9561643835616438
78,RLRTRT32,1546,23461,6184000.0,6802400.0,618400.0,1142,349,13,4.429799426934097,1,4,1.3537653239929948,1,0.9561643835616438
79,RLL1L110,1508,23213,13873600.0,15381600.0,1508000.0,1119,354,15,4.259887005649717,1,5,1.3476318141197499,1,0.9698630136986301
80,RLL2LL20,1521,22882,5475600.0,6084000.0,608400.0,1122,343,18,4.434402332361516,1,5,1.3556149732620322,1,0.9397260273972603
81,RLL2LL25,1500,22572,12000000.0,13200000.0,1200000.0,1087,349,15,4.2979942693409745,1,5,1.3799448022079117,1,0.9561643835616438
82,RLL3LL32,1531,22607,9492200.0,10563900.0,1071700.0,1130,349,14,4.386819484240688,1,5,1.3548672566371682,1,0.9561643835616438
83,RLL4LL40,1594,23710,6535400.0,7332400.0,797000.0,1141,352,15,4.528409090909091,1,6,1.3970201577563541,1,0.9643835616438357
84,RLL5LL50,1515,22308,10908000.0,12120000.0,1212000.0,1110,354,14,4.279661016949152,1,5,1.364864864864865,1,0.9698630136986301
85,RLL6LL63,1429,21317,10288800.0,11432000.0,1143200.0,1045,343,14,4.166180758017493,1,6,1.367464114832536,1,0.9397260273972603
86,RLL7LL75,1451,21307,5804000.0,6384400.0,580400.0,1073,351,13,4.133903133903134,1,6,1.352283317800559,1,0.9616438356164384
87,RLL9LL90,1517,22760,5612900.0,6219700.0,606800.0,1097,347,14,4.371757925072046,1,5,1.3828623518687329,1,0.9506849315068493
88,RN11N110,1533,23351,9198000.0,10117800.0,919800.0,1110,351,13,4.367521367521367,1,6,1.3810810810810812,1,0.9616438356164384
89,RN20RN20,1510,21860,4530000.0,4983000.0,453000.0,1125,349,17,4.326647564469914,1,6,1.3422222222222222,1,0.9561643835616438
90,RN25RN25,1563,23297,6095700.0,6720900.0,625200.0,1145,355,15,4.402816901408451,1,5,1.3650655021834062,1,0.9726027397260274
91,RN32RN32,1499,22897,9293800.0,10343100.0,1049300.0,1101,352,14,4.2585227272727275,1,5,1.3614895549500454,1,0.9643835616438357
92,RN40RN40,1487,22330,7435000.0,8178500.0,743500.0,1074,354,14,4.200564971751413,1,5,1.3845437616387337,1,0.9698630136986301
93,RN50RN50,1414,21267,4383400.0,4949000.0,565600.0,1062,347,13,4.07492795389049,1,5,1.3314500941619585,1,0.9506849315068493
94,RN63RN63,1514,22414,5904600.0,6510200.0,605600.0,1118,357,15,4.240896358543417,1,4,1.3542039355992845,1,0.9780821917808219
95,RN75RN75,1528,23601,14668800.0,16196800.0,1528000.0,1122,351,17,4.353276353276353,1,6,1.3618538324420677,1,0.9616438356164384
96,RN90RN90,1622,23967,12327200.0,13624800.0,1297600.0,1173,351,15,4.621082621082621,1,4,1.382779198635976,1,0.9616438356164384
97,RNC11050,1483,22172,12753800.0,14088500.0,1334700.0,1071,347,12,4.273775216138328,1,5,1.38468720821662,1,0.9506849315068493
98,RNC11063,1474,21724,1474000.0,1621400.0,147400.0,1094,351,13,4.199430199430199,1,5,1.3473491773308959,1,0.9616438356164384
99,RNC11075,1542,23663,10177200.0,11256600.0,1079400.0,1119,347,16,4.443804034582133,1,6,1.3780160857908847,1,0.9506849315068493
100,RNC11090,1508,22928,2262000.0,2563600.0,301600.0,1122,351,13,4.296296296296297,1,5,1.3440285204991087,1,0.9616438356164384
101,RNC22520,1507,22346,4219600.0,4671700.0,452100.0,1105,348,14,4.330459770114943,1,6,1.3638009049773756,1,0.9534246575342465
102,RNC33220,1552,22615,2793600.0,3104000.0,310400.0,1135,358,13,4.335195530726257,1,5,1.3674008810572686,1,0.9808219178082191
103,RNC33225,1481,22218,4443000.0,4887300.0,444300.0,1081,350,14,4.231428571428571,1,5,1.3700277520814061,1,0.958904109589041
104,RNC44020,1531,22966,7655000.0,8420500.0,765500.0,1131,347,13,4.412103746397695,1,4,1.3536693191865605,1,0.9506849315068493
105,RNC44025,1471,22108,7207900.0,7943400.0,735500.0,1088,346,15,4.2514450867052025,1,5,1.3520220588235294,1,0.947945205479452
106,RNC44032,1479,22234,12127800.0,13458900.0,1331100.0,1089,345,15,4.28695652173913,1,6,1.3581267217630855,1,0.9452054794520548
107,RNC55020,1428,21481,10567200.0,11709600.0,1142400.0,1061,348,11,4.103448275862069,1,5,1.345900094250707,1,0.9534246575342465
108,RNC55025,1516,22276,14250400.0,15766400.0,1516000.0,1106,353,16,4.294617563739377,1,7,1.3707052441229657,1,0.9671232876712329
109,RNC55032,1513,22554,12557900.0,13919600.0,1361700.0,1100,345,14,4.385507246376812,1,5,1.3754545454545455,1,0.9452054794520548
110,RNC55040,1490,21929,8642000.0,9536000.0,894000.0,1091,353,13,4.220963172804533,1,5,1.3657195233730521,1,0.9671232876712329
111,RNC66325,1466,21857,1466000.0,1612600.0,146600.0,1060,342,15,4.286549707602339,1,5,1.3830188679245283,1,0.936986301369863
112,RNC66332,1488,22258,3124800.0,3571200.0,446400.0,1091,344,17,4.325581395348837,1,5,1.3638863428047663,1,0.9424657534246575
113,RNC66340,1499,22182,14540300.0,16039300.0,1499000.0,1104,345,12,4.344927536231884,1,5,1.3577898550724639,1,0.9452054794520548
114,RNC66350,1560,23275,8580000.0,9516000.0,936000.0,1148,357,15,4.369747899159663,1,5,1.3588850174216027,1,0.9780821917808219
115,RNC77532,1497,22662,5239500.0,5838300.0,598800.0,1106,352,14,4.252840909090909,1,6,1.3535262206148282,1,0.9643835616438357
116,RNC77540,1544,22870,8800800.0,9727200.0,926400.0,1111,351,18,4.398860398860399,1,5,1.3897389738973898,1,0.9616438356164384
117,RNC77550,1493,22458,13884900.0,15377900.0,1493000.0,1099,354,16,4.2175141242937855,1,5,1.3585077343039127,1,0.9698630136986301
118,RNC77563,1525,23034,5642500.0,6252500.0,610000.0,1111,341,17,4.472140762463343,1,5,1.3726372637263726,1,0.9342465753424658
119,RNC99050,1445,22318,7514000.0,8381000.0,867000.0,1064,354,17,4.081920903954802,1,4,1.3580827067669172,1,0.9698630136986301
120,RNC99063,1479,21363,6211800.0,6951300.0,739500.0,1103,345,14,4.28695652173913,1,5,1.3408884859474162,1,0.9452054794520548
121,RNC99075,1490,22336,12516000.0,13857000.0,1341000.0,1114,345,14,4.318840579710145,1,5,1.3375224416517055,1,0.9452054794520548
122,RNRNN110,1494,22435,14940000.0,16434000.0,1494000.0,1081,348,13,4.293103448275862,1,6,1.3820536540240518,1,0.9534246575342465
123,RNRNRN20,1492,22007,2685600.0,2984000.0,298400.0,1115,348,13,4.287356321839081,1,5,1.3381165919282512,1,0.9534246575342465
124,RNRNRN25,1472,22538,1619200.0,1913600.0,294400.0,1099,356,13,4.134831460674158,1,5,1.3393994540491356,1,0.9753424657534246
125,RNRN51/2,1439,21356,8202300.0,9065700.0,863400.0,1085,351,14,4.0997150997151,1,5,1.3262672811059908,1,0.9616438356164384
126,RNRNRN32,1519,22817,8050700.0,8962100.0,911400.0,1111,348,18,4.364942528735632,1,5,1.3672367236723673,1,0.9534246575342465
127,RNRNRN40,1498,22651,13482000.0,14830200.0,1348200.0,1108,353,16,4.243626062322946,1,5,1.351985559566787,1,0.9671232876712329
128,RNRNRN50,1516,22612,3032000.0,3335200.0,303200.0,1129,348,14,4.35632183908046,1,5,1.3427812223206377,1,0.9534246575342465
129,RNRNRN63,1557,23506,8407800.0,9342000.0,934200.0,1148,356,12,4.373595505617978,1,5,1.3562717770034842,1,0.9753424657534246
130,RNRNRN75,1521,23201,5931900.0,6540300.0,608400.0,1117,354,18,4.296610169491525,1,5,1.3616830796777082,1,0.9698630136986301
131,RNRNRN90,1493,22275,9555200.0,10600300.0,1045100.0,1078,351,14,4.253561253561253,1,7,1.3849721706864564,1,0.9616438356164384
132,RNRT1010,1516,23157,8792800.0,9702400.0,909600.0,1106,349,13,4.343839541547278,1,5,1.3707052441229657,1,0.9561643835616438
133,RNRTRT20,1546,22858,2319000.0,2628200.0,309200.0,1143,348,16,4.442528735632184,1,5,1.352580927384077,1,0.9534246575342465
134,RNRTRT25,1461,21315,11395800.0,12564600.0,1168800.0,1081,347,12,4.210374639769452,1,6,1.3515263644773359,1,0.9506849315068493
135,RNRT51/2,1466,22015,10555200.0,11728000.0,1172800.0,1085,348,15,4.212643678160919,1,5,1.351152073732719,1,0.9534246575342465
136,RNRTRT32,1524,23159,2743200.0,3048000.0,304800.0,1122,356,20,4.280898876404494,1,6,1.358288770053476,1,0.9753424657534246
137,RNRTRT40,1485,22492,2227500.0,2524500.0,297000.0,1093,350,13,4.242857142857143,1,5,1.3586459286367796,1,0.958904109589041
138,RNRTRT50,1572,23754,15720000.0,17292000.0,1572000.0,1149,357,13,4.4033613445378155,1,4,1.3681462140992167,1,0.9780821917808219
139,RNRTRT63,1507,22347,12960200.0,14316500.0,1356300.0,1096,349,21,4.318051575931232,1,5,1.375,1,0.9561643835616438
140,RNRTRT75,1487,22106,6245400.0,6988900.0,743500.0,1113,356,14,4.176966292134831,1,5,1.3360287511230908,1,0.9753424657534246
141,RNRTRT90,1433,21255,4442300.0,5015500.0,573200.0,1074,348,15,4.117816091954023,1,4,1.3342644320297952,1,0.9534246575342465
142,RT11T110,1482,22351,3408600.0,3853200.0,444600.0,1080,352,13,4.2102272727272725,1,6,1.3722222222222222,1,0.9643835616438357
143,RT20RT20,1498,22363,9437400.0,10486000.0,1048600.0,1107,349,13,4.292263610315186,1,5,1.3532068654019873,1,0.9561643835616438
144,RT25RT25,1603,23722,4488400.0,4969300.0,480900.0,1159,353,15,4.541076487252124,1,5,1.383088869715272,1,0.9671232876712329
145,RT32RT32,1408,21093,8729600.0,9715200.0,985600.0,1060,345,13,4.081159420289855,1,5,1.3283018867924528,1,0.9452054794520548
146,RT40RT40,1488,22351,1636800.0,1934400.0,297600.0,1089,348,13,4.275862068965517,1,6,1.3663911845730028,1,0.9534246575342465
147,RT50RT50,1520,22682,3192000.0,3648000.0,456000.0,1123,350,13,4.3428571428571425,1,5,1.3535173642030276,1,0.958904109589041
148,RT63RT63,1402,21119,13038600.0,14440600.0,1402000.0,1039,346,14,4.0520231213872835,1,6,1.3493743984600577,1,0.947945205479452
149,RT75RT75,1442,20895,9805600.0,10815000.0,1009400.0,1075,347,15,4.155619596541786,1,5,1.3413953488372092,1,0.9506849315068493
150,RT90RT90,1458,21377,1895400.0,2187000.0,291600.0,1076,346,13,4.213872832369942,1,6,1.3550185873605949,1,0.947945205479452
151,RTC11063,1496,22653,7330400.0,8078400.0,748000.0,1097,349,14,4.286532951289399,1,5,1.3637192342752962,1,0.9561643835616438
152,RTC11075,1427,21423,7420400.0,8276600.0,856200.0,1066,345,14,4.136231884057971,1,5,1.3386491557223263,1,0.9452054794520548
153,RTC11090,1437,21992,3448800.0,3879900.0,431100.0,1034,350,14,4.105714285714286,1,6,1.3897485493230175,1,0.958904109589041
154,RTC22520,1507,22477,9795500.0,10850400.0,1054900.0,1120,353,14,4.269121813031162,1,5,1.3455357142857143,1,0.9671232876712329
155,RTC33220,1466,21515,5424200.0,6010600.0,586400.0,1085,350,15,4.188571428571429,1,6,1.351152073732719,1,0.958904109589041
156,RTC33225,1433,21273,9744400.0,10747500.0,1003100.0,1078,345,17,4.153623188405797,1,4,1.3293135435992578,1,0.9452054794520548
157,RTC44020,1486,22542,8024400.0,8916000.0,891600.0,1102,350,15,4.2457142857142856,1,5,1.3484573502722323,1,0.958904109589041
158,RTC44025,1562,22931,11246400.0,12496000.0,1249600.0,1139,358,19,4.363128491620111,1,5,1.3713784021071116,1,0.9808219178082191
159,RTC44032,1468,22103,5284800.0,5872000.0,587200.0,1078,349,15,4.206303724928366,1,4,1.3617810760667903,1,0.9561643835616438
160,RTC55020,1412,20948,2400400.0,2682800.0,282400.0,1059,350,12,4.034285714285715,1,5,1.3333333333333333,1,0.958904109589041
161,RTC55025,1494,21948,5527800.0,6125400.0,597600.0,1091,344,14,4.343023255813954,1,5,1.3693858845096243,1,0.9424657534246575
162,RTC55032,1510,22426,13439000.0,14798000.0,1359000.0,1108,354,16,4.265536723163842,1,5,1.3628158844765343,1,0.9698630136986301
163,RTC55040,1475,21735,11505000.0,12685000.0,1180000.0,1087,343,16,4.300291545189505,1,5,1.3569457221711132,1,0.9397260273972603
164,RTC66325,1604,24002,10586400.0,11709200.0,1122800.0,1145,346,17,4.635838150289017,1,6,1.4008733624454148,1,0.947945205479452
165,RTC66332,1453,21897,13222300.0,14675300.0,1453000.0,1078,347,18,4.187319884726225,1,5,1.3478664192949907,1,0.9506849315068493
166,RTC66340,1568,23793,10662400.0,11760000.0,1097600.0,1132,352,13,4.454545454545454,1,7,1.3851590106007068,1,0.9643835616438357
167,RTC66350,1491,21878,14910000.0,16401000.0,1491000.0,1087,350,15,4.26,1,5,1.3716651333946641,1,0.958904109589041
168,RTC77532,1404,20635,13759200.0,15163200.0,1404000.0,1060,353,13,3.9773371104815864,1,6,1.3245283018867924,1,0.9671232876712329
169,RTC77540,1486,22297,7578600.0,8470200.0,891600.0,1096,356,13,4.174157303370786,1,7,1.3558394160583942,1,0.9753424657534246
170,RTC77550,1431,20611,6439500.0,7155000.0,715500.0,1080,348,15,4.112068965517241,1,5,1.325,1,0.9534246575342465
171,RTC77563,1485,22171,5643000.0,6237000.0,594000.0,1108,347,12,4.279538904899136,1,5,1.3402527075812274,1,0.9506849315068493
172,RTC99050,1430,21737,5434000.0,6006000.0,572000.0,1034,350,18,4.085714285714285,1,4,1.3829787234042554,1,0.958904109589041
173,RTC99063,1466,22194,9675600.0,10701800.0,1026200.0,1095,349,13,4.200573065902579,1,6,1.3388127853881278,1,0.9561643835616438
174,RTC99075,1511,23347,1964300.0,2266500.0,302200.0,1107,352,14,4.292613636363637,1,5,1.3649503161698284,1,0.9643835616438357
175,RTRNRN20,1432,21563,13890400.0,15322400.0,1432000.0,1067,347,13,4.126801152737752,1,5,1.3420805998125587,1,0.9506849315068493
176,RTRNRN25,1481,21622,7553100.0,8441700.0,888600.0,1104,355,14,4.171830985915493,1,5,1.3414855072463767,1,0.9726027397260274
177,RTRN51/2,1482,22135,4446000.0,4890600.0,444600.0,1093,351,13,4.222222222222222,1,5,1.3559011893870083,1,0.9616438356164384
178,RTRNRN32,1459,22107,7732700.0,8608100.0,875400.0,1093,350,15,4.168571428571428,1,6,1.3348581884720951,1,0.958904109589041
179,RTRTRT20,1537,23183,9990500.0,11066400.0,1075900.0,1113,348,14,4.416666666666667,1,6,1.380952380952381,1,0.9534246575342465
180,RTRTRT25,1450,22251,2320000.0,2610000.0,290000.0,1068,352,15,4.119318181818182,1,5,1.357677902621723,1,0.9643835616438357
181,RTRT51/2,1423,21877,9676400.0,10672500.0,996100.0,1053,342,12,4.1608187134502925,1,5,1.3513770180436848,1,0.936986301369863
182,RTRTRT32,1429,21327,5001500.0,5573100.0,571600.0,1072,348,13,4.10632183908046,1,5,1.3330223880597014,1,0.9534246575342465
183,RB50B50X,1490,22956,4172000.0,4619000.0,447000.0,1110,352,12,4.232954545454546,1,5,1.3423423423423424,1,0.9643835616438357
184,RB90B90X,1436,21284,8472400.0,9334000.0,861600.0,1062,343,13,4.186588921282799,1,5,1.3521657250470809,1,0.9397260273972603
185,RDB2B20X,1544,22934,8028800.0,8955200.0,926400.0,1110,349,15,4.4240687679083095,1,5,1.390990990990991,1,0.9561643835616438
186,RDB2B25X,1377,20487,2616300.0,2891700.0,275400.0,1033,343,13,4.014577259475218,1,5,1.3330106485963213,1,0.9397260273972603
187,RDB3B32X,1473,22013,3093300.0,3535200.0,441900.0,1098,352,14,4.184659090909091,1,6,1.3415300546448088,1,0.9643835616438357
188,RDB4B40X,1437,21579,3161400.0,3592500.0,431100.0,1054,342,14,4.201754385964913,1,5,1.3633776091081593,1,0.936986301369863
189,RDB5B50X,1522,22312,5022600.0,5631400.0,608800.0,1134,351,13,4.336182336182336,1,5,1.342151675485009,1,0.9616438356164384
190,ROT2T20X,1452,22105,7986000.0,8857200.0,871200.0,1088,352,16,4.125,1,6,1.3345588235294117,1,0.9643835616438357
191,ROT2T25X,1503,21788,2555100.0,2855700.0,300600.0,1101,354,17,4.245762711864407,1,5,1.3651226158038148,1,0.9698630136986301
192,RV20V20X,1592,23165,286560000.0,315216000.0,28656000.0,1147,352,14,4.5227272727272725,1,6,1.3879686137750653,1,0.9643835616438357
193,RV25V25X,1529,22581,504570000.0,555027000.0,50457000.0,1127,355,17,4.307042253521127,1,6,1.3566992014196984,1,0.9726027397260274
194,RV32V32X,1507,22132,180840000.0,198924000.0,18084000.0,1131,351,19,4.293447293447294,1,5,1.332449160035367,1,0.9616438356164384
