id,product_code,total_carrier,total_shelf_age,total_cost,total_price,total_wage,total_order,total_different_day_timestamp,maximum_demand,average_demand,minimum_demand,maximum_flow,average_flow,minimum_flow,frequency
28,RDKT9025,1489,22219,8636200,9529600,893400,1101,351,13,4.2421652421652425,1,5,1.3524069028156223,1,0.9616438356164384
29,RDKT9040,1468,22547,10716400,11890800,1174400,1082,341,18,4.3049853372434015,1,5,1.356746765249538,1,0.9342465753424658
30,ROT2OT20,1526,23250,4120200,4578000,457800,1105,355,14,4.298591549295774,1,6,1.3809954751131222,1,0.9726027397260274
31,ROT2OT25,1507,22814,5425200,6028000,602800,1132,351,12,4.293447293447294,1,6,1.3312720848056536,1,0.9616438356164384
32,RV20RV20,1517,23398,379250000,417175000,37925000,1135,350,13,4.3342857142857145,1,5,1.3365638766519823,1,0.958904109589041
33,RV25RV25,1414,21183,636300000,699930000,63630000,1082,348,14,4.063218390804598,1,5,1.3068391866913125,1,0.9534246575342465
34,RV32RV32,1537,23071,691650000,760815000,69165000,1155,351,13,4.378917378917379,1,5,1.3307359307359308,1,0.9616438356164384
35,RV40RV40,1552,22972,776000000,853600000,77600000,1131,350,14,4.434285714285714,1,4,1.372236958443855,1,0.958904109589041
36,RV50RV50,1467,22187,234720000,258192000,23472000,1076,347,12,4.227665706051873,1,5,1.3633828996282529,1,0.9506849315068493
37,RVC2VC20,1508,22388,361920000,398112000,36192000,1107,354,12,4.259887005649717,1,5,1.3622402890695573,1,0.9698630136986301
38,RVC2VC25,1469,21712,220350000,242385000,22035000,1118,342,12,4.295321637426901,1,5,1.313953488372093,1,0.936986301369863
39,RVC3VC32,1458,21850,539460000,593406000,53946000,1075,351,13,4.153846153846154,1,5,1.3562790697674418,1,0.9616438356164384
40,RVC4VC40,1449,21821,463680000,510048000,46368000,1067,349,14,4.151862464183381,1,5,1.3580131208997188,1,0.9561643835616438
41,RVC5VC50,1503,22251,315630000,347193000,31563000,1089,349,13,4.306590257879656,1,6,1.3801652892561984,1,0.9561643835616438
42,RVC6VC63,1434,22512,272460000,299706000,27246000,1047,341,15,4.205278592375366,1,5,1.3696275071633237,1,0.9342465753424658
43,RZC22010,1468,22580,5872000,6459201,587201,1096,352,15,4.170454545454546,1,4,1.3394160583941606,1,0.9643835616438357
44,RZC22510,1518,23023,13662000,15028200,1366200,1118,350,15,4.337142857142857,1,5,1.3577817531305902,1,0.958904109589041
45,RZC33210,1538,22369,13534401,14918600,1384199,1127,354,16,4.344632768361582,1,6,1.3646850044365573,1,0.9698630136986301
46,RZC4C408,1498,22763,4194400,4643800,449400,1106,346,13,4.329479768786127,1,5,1.3544303797468353,1,0.947945205479452
47,RZC5C506,1492,22361,3580800,4028400,447600,1112,349,14,4.275071633237823,1,5,1.341726618705036,1,0.9561643835616438
48,RZC6C636,1424,21320,9540801,10537600,996799,1071,350,13,4.0685714285714285,1,5,1.3295985060690942,1,0.958904109589041
49,RZRNRN20,1542,23151,10023000,11102400,1079400,1108,355,16,4.343661971830986,1,5,1.391696750902527,1,0.9726027397260274
50,RZRNRN25,1475,21914,6637500,7375000,737500,1095,342,15,4.312865497076023,1,5,1.3470319634703196,1,0.936986301369863
51,RZRNRN32,1527,23160,4428300,4886401,458101,1103,355,12,4.301408450704225,1,5,1.3844061650045332,1,0.9726027397260274
52,RZRNRN40,1557,23732,13078801,14480100,1401299,1115,350,18,4.448571428571428,1,5,1.3964125560538116,1,0.958904109589041
53,RZRNRN50,1562,23948,10777801,11871200,1093399,1136,345,14,4.527536231884058,1,5,1.375,1,0.9452054794520548
54,RZRNRN63,1552,23879,9932801,11019200,1086399,1128,355,14,4.371830985915493,1,5,1.375886524822695,1,0.9726027397260274
55,RZRTRT20,1513,22585,4539000,4992900,453900,1127,351,13,4.310541310541311,1,6,1.3425022182786157,1,0.9616438356164384
56,RZRTRT25,1471,22513,10444100,11620900,1176800,1096,357,14,4.120448179271708,1,6,1.342153284671533,1,0.9780821917808219
57,RZRTRT32,1497,22624,14221500,15718500,1497000,1110,348,12,4.301724137931035,1,5,1.3486486486486486,1,0.9534246575342465
58,RZRTRT40,1449,21736,1883700,2173500,289800,1066,358,15,4.0474860335195535,1,6,1.3592870544090057,1,0.9808219178082191
59,RZRTRT50,1492,22625,8802801,9698000,895199,1099,357,13,4.179271708683474,1,4,1.3575978161965423,1,0.9780821917808219
60,RZRTRT63,1450,22444,8700000,9570000,870000,1069,346,15,4.190751445086705,1,4,1.3564078578110383,1,0.947945205479452
61,RL11L110,1506,22821,15060000,16566000,1506000,1116,353,17,4.26628895184136,1,5,1.3494623655913978,1,0.9671232876712329
62,RL20RL20,1444,22049,4187600,4620800,433200,1081,349,12,4.137535816618911,1,5,1.335800185013876,1,0.9561643835616438
63,RL25RL25,1530,22652,4284000,4743000,459000,1086,347,15,4.409221902017291,1,6,1.408839779005525,1,0.9506849315068493
64,RL32RL32,1517,22863,3185701,3640800,455099,1113,351,19,4.321937321937322,1,5,1.362982929020665,1,0.9616438356164384
65,RL40RL40,1497,22600,3443100,3892201,449101,1090,353,14,4.240793201133145,1,4,1.373394495412844,1,0.9671232876712329
66,RL50RL50,1436,21325,11775200,13067600,1292400,1072,346,12,4.1502890173410405,1,5,1.3395522388059702,1,0.947945205479452
67,RL63RL63,1530,23343,4131000,4590000,459000,1117,350,16,4.371428571428571,1,5,1.369740376007162,1,0.958904109589041
68,RL75RL75,1510,22646,13288001,14647000,1358999,1122,350,16,4.314285714285714,1,4,1.3458110516934045,1,0.958904109589041
69,RL90RL90,1492,22417,9847200,10891600,1044400,1088,349,18,4.275071633237823,1,5,1.3713235294117647,1,0.9561643835616438
70,RLKR51/2,1567,23964,12222600,13476200,1253600,1112,348,13,4.502873563218391,1,6,1.4091726618705036,1,0.9534246575342465
71,RLRNRN20,1462,22276,9356801,10380200,1023399,1083,345,13,4.23768115942029,1,4,1.3499538319482918,1,0.9452054794520548
72,RLRNRN25,1385,20710,3047001,3462500,415499,1019,353,19,3.923512747875354,1,5,1.3591756624141316,1,0.9671232876712329
73,RLRN51/2,1477,21449,4726401,5317200,590799,1084,347,13,4.256484149855908,1,6,1.3625461254612545,1,0.9506849315068493
74,RLRNRN32,1469,21798,13221000,14543100,1322100,1088,347,14,4.23342939481268,1,4,1.3501838235294117,1,0.9506849315068493
75,RLRTRT20,1541,22795,2003301,2311500,308199,1115,353,13,4.36543909348442,1,4,1.3820627802690584,1,0.9671232876712329
76,RLRTRT25,1506,23146,13704600,15210600,1506000,1100,354,15,4.254237288135593,1,4,1.3690909090909091,1,0.9698630136986301
77,RLRT51/2,1470,22048,10437000,11613000,1176000,1092,353,13,4.164305949008498,1,5,1.3461538461538463,1,0.9671232876712329
78,RLRTRT32,1565,23318,6260000,6886001,626001,1140,350,14,4.4714285714285715,1,6,1.3728070175438596,1,0.958904109589041
79,RLL1L110,1508,22242,13873600,15381600,1508000,1104,351,12,4.296296296296297,1,6,1.3659420289855073,1,0.9616438356164384
80,RLL2LL20,1494,22376,5378401,5976000,597599,1108,346,17,4.317919075144508,1,5,1.348375451263538,1,0.947945205479452
81,RLL2LL25,1424,21470,11392000,12531200,1139200,1089,349,13,4.080229226361031,1,5,1.3076216712580349,1,0.9561643835616438
82,RLL3LL32,1532,22482,9498400,10570801,1072401,1111,343,15,4.466472303206997,1,7,1.378937893789379,1,0.9397260273972603
83,RLL4LL40,1498,22600,6141800,6890800,749000,1106,356,13,4.207865168539326,1,5,1.3544303797468353,1,0.9753424657534246
84,RLL5LL50,1496,22638,10771200,11968000,1196800,1086,347,17,4.311239193083574,1,6,1.3775322283609577,1,0.9506849315068493
85,RLL6LL63,1542,22881,11102400,12336000,1233600,1126,347,13,4.443804034582133,1,5,1.369449378330373,1,0.9506849315068493
86,RLL7LL75,1520,22934,6080000,6688001,608001,1119,353,13,4.305949008498583,1,5,1.3583556747095622,1,0.9671232876712329
87,RLL9LL90,1524,23113,5638800,6248400,609600,1122,350,15,4.354285714285714,1,6,1.358288770053476,1,0.958904109589041
88,RN11N110,1507,22315,9042000,9946200,904200,1100,351,15,4.293447293447294,1,5,1.37,1,0.9616438356164384
89,RN20RN20,1584,23859,4752000,5227200,475200,1171,352,13,4.5,1,5,1.3526900085397096,1,0.9643835616438357
90,RN25RN25,1528,22827,5959200,6570400,611200,1122,346,16,4.416184971098266,1,5,1.3618538324420677,1,0.947945205479452
91,RN32RN32,1528,23274,9473600,10543200,1069600,1102,351,15,4.353276353276353,1,5,1.3865698729582576,1,0.9616438356164384
92,RN40RN40,1534,22824,7670000,8437000,767000,1120,351,13,4.37037037037037,1,6,1.3696428571428572,1,0.9616438356164384
93,RN50RN50,1551,23802,4808100,5428500,620400,1103,347,14,4.469740634005763,1,5,1.4061650045330916,1,0.9506849315068493
94,RN63RN63,1441,21818,5619900,6196300,576400,1066,353,15,4.0821529745042495,1,5,1.351782363977486,1,0.9671232876712329
95,RN75RN75,1460,21792,14016000,15476000,1460000,1098,348,15,4.195402298850575,1,5,1.3296903460837888,1,0.9534246575342465
96,RN90RN90,1492,21805,11339200,12532801,1193601,1107,360,14,4.144444444444445,1,6,1.3477868112014453,1,0.9863013698630136
97,RNC11050,1626,24767,13983600,15447000,1463400,1186,352,14,4.619318181818182,1,5,1.3709949409780775,1,0.9643835616438357
98,RNC11063,1524,22794,1524000,1676400,152400,1116,350,16,4.354285714285714,1,5,1.3655913978494623,1,0.958904109589041
99,RNC11075,1505,22674,9933000,10986500,1053500,1113,357,13,4.215686274509804,1,6,1.3522012578616351,1,0.9780821917808219
100,RNC11090,1555,22903,2332500,2643500,311000,1151,345,16,4.507246376811594,1,4,1.3509991311902694,1,0.9452054794520548
101,RNC22520,1474,22280,4127200,4569401,442201,1104,345,12,4.272463768115942,1,5,1.335144927536232,1,0.9452054794520548
102,RNC33220,1505,22579,2709000,3010000,301000,1086,340,14,4.426470588235294,1,5,1.3858195211786373,1,0.9315068493150684
103,RNC33225,1431,20920,4293000,4722300,429300,1070,352,12,4.065340909090909,1,5,1.3373831775700935,1,0.9643835616438357
104,RNC44020,1380,21241,6900000,7590000,690000,1039,349,12,3.9541547277936964,1,5,1.3282001924927815,1,0.9561643835616438
105,RNC44025,1506,22791,7379401,8132401,753000,1110,350,14,4.3028571428571425,1,5,1.3567567567567567,1,0.958904109589041
106,RNC44032,1450,22624,11890000,13195000,1305000,1087,351,13,4.131054131054131,1,4,1.3339466421343147,1,0.9616438356164384
107,RNC55020,1466,22752,10848400,12021200,1172800,1084,346,15,4.236994219653179,1,5,1.3523985239852399,1,0.947945205479452
108,RNC55025,1444,21923,13573600,15017600,1444000,1043,351,15,4.113960113960114,1,5,1.3844678811121764,1,0.9616438356164384
109,RNC55032,1512,23168,12549600,13910400,1360800,1091,344,18,4.395348837209302,1,5,1.385884509624198,1,0.9424657534246575
110,RNC55040,1525,22564,8845000,9760000,915000,1136,353,13,4.3201133144475925,1,6,1.3424295774647887,1,0.9671232876712329
111,RNC66325,1512,22064,1512000,1663200,151200,1102,350,15,4.32,1,6,1.3720508166969148,1,0.958904109589041
112,RNC66332,1438,21194,3019800,3451200,431400,1073,350,13,4.1085714285714285,1,6,1.3401677539608574,1,0.958904109589041
113,RNC66340,1553,23070,15064100,16617100,1553000,1140,353,12,4.399433427762039,1,5,1.3622807017543859,1,0.9671232876712329
114,RNC66350,1490,22460,8195000,9089000,894000,1093,350,11,4.257142857142857,1,4,1.363220494053065,1,0.958904109589041
115,RNC77532,1393,21262,4875500,5432700,557200,1024,345,13,4.0376811594202895,1,6,1.3603515625,1,0.9452054794520548
116,RNC77540,1543,23164,8795100,9720900,925800,1120,347,14,4.446685878962536,1,5,1.3776785714285715,1,0.9506849315068493
117,RNC77550,1493,22540,13884901,15377901,1493000,1107,350,15,4.265714285714286,1,6,1.3486901535682023,1,0.958904109589041
118,RNC77563,1487,22061,5501901,6096700,594799,1081,354,18,4.200564971751413,1,6,1.3755781683626271,1,0.9698630136986301
119,RNC99050,1440,21670,7488000,8352000,864000,1061,349,13,4.126074498567335,1,5,1.3572101790763431,1,0.9561643835616438
120,RNC99063,1543,23519,6480600,7252100,771500,1129,352,13,4.3835227272727275,1,5,1.366696191319752,1,0.9643835616438357
121,RNC99075,1488,22720,12499200,13838401,1339201,1109,348,12,4.275862068965517,1,5,1.3417493237150586,1,0.9534246575342465
122,RNRNN110,1540,22496,15400000,16940000,1540000,1121,353,18,4.362606232294618,1,5,1.3737734165923283,1,0.9671232876712329
123,RNRNRN20,1473,22577,2651400,2946000,294600,1085,356,12,4.137640449438202,1,5,1.3576036866359447,1,0.9753424657534246
124,RNRNRN25,1480,22574,1628001,1924000,295999,1104,346,13,4.277456647398844,1,5,1.3405797101449275,1,0.947945205479452
125,RNRN51/2,1496,22336,8527200,9424800,897600,1101,348,16,4.2988505747126435,1,5,1.3587647593097185,1,0.9534246575342465
126,RNRNRN32,1520,23443,8056000,8968000,912000,1092,351,15,4.330484330484331,1,5,1.3919413919413919,1,0.9616438356164384
127,RNRNRN40,1478,21937,13302000,14632200,1330200,1104,346,15,4.271676300578035,1,5,1.338768115942029,1,0.947945205479452
128,RNRNRN50,1537,22544,3074000,3381400,307400,1084,349,15,4.404011461318052,1,5,1.4178966789667897,1,0.9561643835616438
129,RNRNRN63,1454,21788,7851600,8724000,872400,1084,349,14,4.166189111747851,1,5,1.3413284132841328,1,0.9561643835616438
130,RNRNRN75,1536,22387,5990400,6604800,614400,1114,346,15,4.4393063583815024,1,5,1.3788150807899462,1,0.947945205479452
131,RNRNRN90,1517,22961,9708801,10770700,1061899,1126,347,14,4.371757925072046,1,5,1.347246891651865,1,0.9506849315068493
132,RNRT1010,1528,23320,8862400,9779200,916800,1114,354,13,4.31638418079096,1,5,1.371633752244165,1,0.9698630136986301
133,RNRTRT20,1531,24078,2296500,2602700,306200,1107,349,15,4.386819484240688,1,5,1.3830171635049684,1,0.9561643835616438
134,RNRTRT25,1474,21622,11497200,12676400,1179200,1097,348,18,4.235632183908046,1,5,1.3436645396536007,1,0.9534246575342465
135,RNRT51/2,1487,22625,10706400,11896000,1189600,1103,353,15,4.212464589235127,1,5,1.3481414324569356,1,0.9671232876712329
136,RNRTRT32,1517,22548,2730600,3034000,303400,1117,352,13,4.309659090909091,1,5,1.3581020590868398,1,0.9643835616438357
137,RNRTRT40,1488,22971,2232000,2529600,297600,1093,350,14,4.251428571428572,1,4,1.3613906678865508,1,0.958904109589041
138,RNRTRT50,1448,21775,14480000,15928000,1448000,1083,353,16,4.101983002832861,1,5,1.3370267774699907,1,0.9671232876712329
139,RNRTRT63,1498,22552,12882800,14231000,1348200,1099,349,14,4.292263610315186,1,5,1.3630573248407643,1,0.9561643835616438
140,RNRTRT75,1484,23021,6232800,6974800,742000,1082,351,14,4.227920227920228,1,5,1.3715341959334566,1,0.9616438356164384
141,RNRTRT90,1482,21734,4594200,5187000,592800,1092,350,14,4.234285714285714,1,4,1.3571428571428572,1,0.958904109589041
142,RT11T110,1441,21848,3314300,3746600,432300,1074,341,15,4.225806451612903,1,6,1.3417132216014898,1,0.9342465753424658
143,RT20RT20,1460,21661,9198000,10220000,1022000,1088,347,15,4.207492795389049,1,5,1.3419117647058822,1,0.9506849315068493
144,RT25RT25,1517,22520,4247600,4702700,455100,1117,340,14,4.461764705882353,1,6,1.3581020590868398,1,0.9315068493150684
145,RT32RT32,1447,21512,8971400,9984301,1012901,1069,352,19,4.110795454545454,1,6,1.353601496725912,1,0.9643835616438357
146,RT40RT40,1504,22177,1654400,1955200,300800,1126,362,12,4.154696132596685,1,5,1.3357015985790408,1,0.9917808219178083
147,RT50RT50,1505,22434,3160500,3612000,451500,1091,348,14,4.324712643678161,1,6,1.379468377635197,1,0.9534246575342465
148,RT63RT63,1591,23759,14796301,16387301,1591000,1173,352,13,4.519886363636363,1,6,1.3563512361466326,1,0.9643835616438357
149,RT75RT75,1434,22232,9751200,10755000,1003800,1095,348,12,4.120689655172414,1,6,1.3095890410958904,1,0.9534246575342465
150,RT90RT90,1541,22253,2003301,2311500,308199,1151,357,13,4.3165266106442575,1,5,1.3388357949609035,1,0.9780821917808219
151,RTC11063,1457,21274,7139300,7867800,728500,1082,350,15,4.162857142857143,1,6,1.3465804066543439,1,0.958904109589041
152,RTC11075,1482,22326,7706401,8595600,889199,1093,345,12,4.2956521739130435,1,5,1.3559011893870083,1,0.9452054794520548
153,RTC11090,1497,21832,3592800,4041900,449100,1102,349,15,4.289398280802292,1,6,1.3584392014519056,1,0.9561643835616438
154,RTC22520,1471,21587,9561500,10591200,1029700,1100,351,14,4.1908831908831905,1,6,1.3372727272727272,1,0.9616438356164384
155,RTC33220,1509,22192,5583300,6186900,603600,1097,352,19,4.286931818181818,1,6,1.3755697356426617,1,0.9643835616438357
156,RTC33225,1458,22026,9914400,10935000,1020600,1083,338,15,4.313609467455621,1,5,1.3462603878116344,1,0.9260273972602739
157,RTC44020,1477,21908,7975800,8862000,886200,1103,351,15,4.2079772079772075,1,5,1.3390752493200362,1,0.9616438356164384
158,RTC44025,1471,21861,10591200,11768000,1176800,1095,352,14,4.1789772727272725,1,5,1.34337899543379,1,0.9643835616438357
159,RTC44032,1473,22039,5302800,5892000,589200,1095,350,13,4.208571428571428,1,5,1.3452054794520547,1,0.958904109589041
160,RTC55020,1457,21710,2476900,2768300,291400,1073,356,12,4.092696629213483,1,5,1.357875116495806,1,0.9753424657534246
161,RTC55025,1513,23140,5598100,6203300,605200,1106,356,16,4.25,1,6,1.367992766726944,1,0.9753424657534246
162,RTC55032,1421,21826,12646900,13925801,1278901,1075,344,12,4.130813953488372,1,5,1.321860465116279,1,0.9424657534246575
163,RTC55040,1479,22469,11536200,12719400,1183200,1086,352,17,4.201704545454546,1,5,1.361878453038674,1,0.9643835616438357
164,RTC66325,1402,21036,9253200,10234600,981400,1048,343,11,4.087463556851312,1,5,1.3377862595419847,1,0.9397260273972603
165,RTC66332,1490,22863,13559000,15049000,1490000,1102,346,15,4.30635838150289,1,5,1.3520871143375681,1,0.947945205479452
166,RTC66340,1515,22193,10302000,11362500,1060500,1134,346,14,4.378612716763006,1,5,1.335978835978836,1,0.947945205479452
167,RTC66350,1546,23646,15460000,17006000,1546000,1120,343,16,4.50728862973761,1,6,1.3803571428571428,1,0.9397260273972603
168,RTC77532,1512,22534,14817600,16329600,1512000,1093,347,14,4.357348703170029,1,7,1.3833485818847209,1,0.9506849315068493
169,RTC77540,1500,22535,7650000,8550000,900000,1074,350,13,4.285714285714286,1,5,1.3966480446927374,1,0.958904109589041
170,RTC77550,1542,23303,6939000,7710000,771000,1136,350,13,4.405714285714286,1,6,1.357394366197183,1,0.958904109589041
171,RTC77563,1499,22419,5696200,6295800,599600,1136,354,13,4.234463276836158,1,6,1.3195422535211268,1,0.9698630136986301
172,RTC99050,1480,22104,5624000,6216000,592000,1098,346,13,4.277456647398844,1,5,1.3479052823315119,1,0.947945205479452
173,RTC99063,1482,22357,9781200,10818600,1037400,1109,345,15,4.2956521739130435,1,6,1.3363390441839496,1,0.9452054794520548
174,RTC99075,1403,21107,1823900,2104500,280600,1066,345,13,4.066666666666666,1,5,1.3161350844277673,1,0.9452054794520548
175,RTRNRN20,1456,22549,14123200,15579200,1456000,1070,345,15,4.220289855072464,1,5,1.360747663551402,1,0.9452054794520548
176,RTRNRN25,1551,23637,7910100,8840700,930600,1127,349,21,4.444126074498567,1,5,1.3762200532386868,1,0.9561643835616438
177,RTRN51/2,1475,21893,4425000,4867500,442500,1108,348,14,4.238505747126437,1,5,1.3312274368231047,1,0.9534246575342465
178,RTRNRN32,1515,22642,8029500,8938500,909000,1123,349,14,4.340974212034384,1,5,1.3490650044523598,1,0.9561643835616438
179,RTRTRT20,1496,22320,9724000,10771200,1047200,1094,351,14,4.262108262108262,1,5,1.3674588665447898,1,0.9616438356164384
180,RTRTRT25,1457,21060,2331201,2622600,291399,1069,349,14,4.174785100286533,1,5,1.3629560336763331,1,0.9561643835616438
181,RTRT51/2,1425,21514,9690000,10687500,997500,1064,353,13,4.036827195467422,1,5,1.3392857142857142,1,0.9671232876712329
182,RTRTRT32,1479,21789,5176500,5768100,591600,1114,347,15,4.262247838616715,1,5,1.3276481149012567,1,0.9506849315068493
183,RB50B50X,1456,21733,4076800,4513600,436800,1067,351,11,4.148148148148148,1,5,1.3645735707591378,1,0.9616438356164384
184,RB90B90X,1500,22494,8850000,9750000,900000,1110,343,14,4.373177842565598,1,6,1.3513513513513513,1,0.9397260273972603
185,RDB2B20X,1560,23124,8112000,9048000,936000,1157,350,14,4.457142857142857,1,5,1.348314606741573,1,0.958904109589041
186,RDB2B25X,1519,22344,2886100,3189900,303800,1121,353,17,4.303116147308782,1,5,1.3550401427297056,1,0.9671232876712329
187,RDB3B32X,1562,23445,3280201,3748800,468599,1137,345,15,4.527536231884058,1,6,1.3737906772207564,1,0.9452054794520548
188,RDB4B40X,1462,21940,3216400,3655000,438600,1109,355,15,4.118309859154929,1,5,1.3183047790802525,1,0.9726027397260274
189,RDB5B50X,1496,22859,4936800,5535200,598400,1116,347,12,4.311239193083574,1,5,1.3405017921146953,1,0.9506849315068493
190,ROT2T20X,1462,22024,8041000,8918200,877200,1093,349,15,4.189111747851003,1,6,1.3376029277218664,1,0.9561643835616438
191,ROT2T25X,1411,21384,2398700,2680900,282200,1054,347,12,4.066282420749279,1,5,1.3387096774193548,1,0.9506849315068493
192,RV20V20X,1469,21976,264420000,290862000,26442000,1071,345,14,4.257971014492754,1,6,1.3716153127917834,1,0.9452054794520548
193,RV25V25X,1466,21506,483780000,532158000,48378000,1090,352,11,4.1647727272727275,1,5,1.344954128440367,1,0.9643835616438357
194,RV32V32X,1466,21648,175920000,193512000,17592000,1095,352,15,4.1647727272727275,1,5,1.3388127853881278,1,0.9643835616438357
195,RV40V40X,1492,22475,253640000,279004000,25364000,1106,348,15,4.287356321839081,1,7,1.349005424954792,1,0.9534246575342465
196,RV50V50X,1454,21687,567060000,623766000,56706000,1081,346,15,4.202312138728324,1,5,1.3450508788159112,1,0.947945205479452
197,RVC2C20X,1555,23177,622000000,684200000,62200000,1151,348,14,4.468390804597701,1,5,1.3509991311902694,1,0.9534246575342465
198,RVC2C25X,1555,23218,559800000,615780000,55980000,1121,356,13,4.367977528089888,1,4,1.3871543264942017,1,0.9753424657534246
199,RVC3C32X,1496,23081,448800000,493680000,44880000,1105,349,13,4.286532951289399,1,5,1.353846153846154,1,0.9561643835616438
200,RVC4C40X,1559,23244,155900000,171490000,15590000,1155,349,17,4.467048710601719,1,5,1.3497835497835498,1,0.9561643835616438
201,RVC5C50X,1488,22244,654720000,720192000,65472000,1099,352,16,4.2272727272727275,1,5,1.353958143767061,1,0.9643835616438357
202,RVC6C63X,1408,20757,689920000,758912000,68992000,1063,346,13,4.069364161849711,1,5,1.3245531514581375,1,0.947945205479452
203,RZC2C20X,1467,22093,7775100,8655301,880201,1090,350,17,4.191428571428571,1,5,1.3458715596330275,1,0.958904109589041
204,RZC2C25X,1483,22561,7266701,8008201,741500,1105,346,15,4.286127167630058,1,5,1.3420814479638008,1,0.947945205479452
205,RZC3C32X,1492,21817,5968000,6564800,596800,1124,351,11,4.250712250712251,1,4,1.3274021352313168,1,0.9616438356164384
206,RZC4C40X,1494,22396,3884400,4332600,448200,1072,347,15,4.305475504322766,1,4,1.3936567164179106,1,0.9506849315068493
207,RZC5C50X,1460,22049,9490000,10512000,1022000,1081,349,13,4.1833810888252145,1,6,1.3506012950971322,1,0.9561643835616438
208,RZRNN20X,1520,22910,9424000,10488000,1064000,1109,348,14,4.367816091954023,1,6,1.3706041478809738,1,0.9534246575342465
209,RZRNN25X,1494,22488,12400200,13744800,1344600,1111,347,13,4.305475504322766,1,5,1.3447344734473448,1,0.9506849315068493
210,RZRNN32X,1477,22101,4578700,5169500,590800,1081,349,15,4.232091690544412,1,6,1.366327474560592,1,0.9561643835616438
211,RZRNN50X,1541,23117,14793600,16334600,1541000,1128,355,18,4.340845070422535,1,5,1.3661347517730495,1,0.9726027397260274
