id,order_code,number_of_different_product,received_timestamp,despatch_timestamp,order_time
291,HSO7WPIFIT,304,2019-03-26,2019-03-31,5
292,7BEZGRIYL2,203,2019-04-26,2019-05-02,6
293,H936QDFTWM,291,2019-05-18,2019-05-20,2
294,66L4GLIEIU,223,2019-08-05,2019-08-06,1
295,NI7SLTPIHW,300,2019-06-13,2019-06-17,4
296,5G2QUDXUD6,326,2019-11-18,2019-11-19,1
297,0OXZLX2XJ6,11,2019-05-08,2019-05-08,0
298,K0X96UM12W,68,2019-12-19,2019-12-25,6
299,QQYTW4TXWM,42,2019-08-24,2019-08-26,2
300,Q554MPMMNV,54,2019-10-11,2019-10-14,3
301,W5QFB4NDYJ,390,2019-02-19,2019-02-20,1
302,4JBWALA1FF,333,2019-07-07,2019-07-09,2
303,Q9ZA5HFW97,373,2019-10-21,2019-10-24,3
304,LGX729UV1X,400,2019-03-12,2019-03-16,4
305,Y05JAF90T4,82,2019-12-24,2019-12-27,3
306,YK1LO3GJGZ,30,2019-06-26,2019-06-30,4
307,6B418ZPXW9,235,2019-01-29,2019-02-01,3
308,EQZSQ5NILU,90,2019-05-24,2019-05-27,3
309,MJKBYGOMYK,144,2019-05-01,2019-05-07,6
310,X8TC9EOSG5,365,2019-04-10,2019-04-13,3
311,YN0TKEE26D,119,2019-06-27,2019-07-04,7
312,0FGK5EBHIX,11,2019-07-13,2019-07-14,1
313,HH1IK0G0MS,144,2019-01-29,2019-02-01,3
314,2FZQJUQ6RO,113,2019-05-02,2019-05-03,1
315,AICVV23MJK,258,2019-08-08,2019-08-10,2
316,R1X2FKH2UR,140,2019-07-08,2019-07-08,0
317,XOLIMVAV8K,239,2019-12-09,2019-12-13,4
318,EY4N4JLVYP,334,2019-01-04,2019-01-09,5
319,7ZQZCXLENZ,126,2019-09-22,2019-09-27,5
320,N52VLRE1YB,107,2019-06-07,2019-06-07,0
321,IUBFF98A2Z,211,2019-01-02,2019-01-09,7
322,UXHV6IBSII,96,2019-12-25,2020-01-01,7
323,M2WPMTPD5L,254,2019-02-24,2019-03-01,5
324,RZ2ZEOB2DP,347,2019-04-19,2019-04-22,3
325,MPPHOWLMS1,343,2019-12-17,2019-12-19,2
326,BOY38K4CRK,152,2019-03-16,2019-03-17,1
327,WKGKGD95RJ,68,2019-11-05,2019-11-06,1
328,LDXJFO11LN,111,2019-02-18,2019-02-22,4
329,HZXA3F0DBK,177,2019-08-17,2019-08-23,6
330,TNB58SPNEC,138,2019-07-02,2019-07-02,0
331,H1TLKHN2CD,142,2019-10-24,2019-10-28,4
332,M20V930QNF,244,2019-09-02,2019-09-06,4
333,KV7SQM71MC,214,2019-04-04,2019-04-07,3
334,HYOR2KIX4D,177,2019-05-23,2019-05-23,0
335,SJ440M4ILT,26,2019-04-01,2019-04-04,3
336,TV3ZMRKO10,354,2019-05-09,2019-05-13,4
337,ANB41MBNTA,323,2019-03-24,2019-03-30,6
338,HOCXG7FH29,33,2019-04-02,2019-04-07,5
339,97SDX9VC96,352,2019-07-06,2019-07-09,3
340,P30ITMOTDA,216,2019-12-14,2019-12-20,6
341,LIOLGRHXXO,246,2019-05-20,2019-05-25,5
342,4XRE7CVYOH,126,2019-02-21,2019-02-25,4
343,PI2J4BNR3Z,22,2019-07-27,2019-07-28,1
344,0PYD25HPKQ,358,2019-07-20,2019-07-25,5
345,QSAPJW0JEB,187,2019-12-05,2019-12-11,6
346,2VBRR4CVEQ,277,2019-10-21,2019-10-24,3
347,APNM3TQ988,124,2019-01-01,2019-01-04,3
348,0RQ1D7LRXT,46,2019-08-06,2019-08-09,3
349,WYT311M0TO,157,2019-12-15,2019-12-16,1
350,EZAGKP1UAW,119,2019-07-14,2019-07-17,3
351,PDO58GNB5V,237,2019-07-04,2019-07-07,3
352,FZY28D87RB,120,2019-08-21,2019-08-23,2
353,HP9SNTCUZO,360,2019-06-03,2019-06-03,0
354,GX7ZCTQFWL,124,2019-09-29,2019-10-04,5
355,E6L5W12586,171,2019-08-02,2019-08-09,7
356,78A5GR7UE2,103,2019-08-24,2019-08-31,7
357,F620T9FOMY,131,2019-10-27,2019-10-30,3
358,7RCJ2BB3OM,89,2019-09-21,2019-09-24,3
359,WKA26F1ASU,162,2019-03-08,2019-03-12,4
360,BXBHYA01G6,177,2019-09-21,2019-09-26,5
361,5UX829FHSV,140,2019-06-13,2019-06-19,6
362,IB0QH5OUQ8,25,2019-03-03,2019-03-05,2
363,FQVOHQEP7S,377,2019-06-20,2019-06-24,4
364,OK8ZCYP9AT,256,2019-10-21,2019-10-28,7
365,EFYBJYOLR2,286,2019-03-11,2019-03-18,7
366,FW2H37C2CV,275,2019-01-22,2019-01-22,0
367,ZJ5N71FQ7C,252,2019-11-21,2019-11-22,1
368,XZKX1R9WRF,212,2019-01-12,2019-01-15,3
369,XPL4IK09YI,255,2019-07-09,2019-07-12,3
370,7UAM1LNMIC,94,2019-05-17,2019-05-24,7
371,R3VKPQMIMK,301,2019-04-02,2019-04-05,3
372,INKSP2G8EM,160,2019-07-22,2019-07-25,3
373,3A8GM69DER,353,2019-07-17,2019-07-23,6
374,43IZ4IJIE3,423,2019-12-25,2019-12-26,1
375,2PJAG0SJJI,162,2019-03-03,2019-03-07,4
376,IM1GX6856L,55,2019-11-10,2019-11-13,3
377,6P8PCQ36OY,146,2019-12-21,2019-12-26,5
378,HN4WO1RQN5,398,2019-10-12,2019-10-14,2
379,6T8SH5006E,256,2019-04-27,2019-05-02,5
380,SPX1NAODO1,57,2019-02-14,2019-02-21,7
381,9X7R88RJN8,88,2019-04-02,2019-04-09,7
382,M1XRNNKB2L,179,2019-04-15,2019-04-17,2
383,J34VIAYO18,76,2019-06-14,2019-06-20,6
384,U90DPNTR16,54,2019-08-26,2019-08-29,3
385,RCW4BP42CP,130,2019-03-31,2019-04-06,6
386,E2X0NFFP4X,243,2019-01-21,2019-01-28,7
387,2QQ89OVAZF,185,2019-12-24,2019-12-28,4
388,QTBRXE3XC6,67,2019-01-09,2019-01-15,6
389,BJRLQZXMVE,261,2019-05-20,2019-05-27,7
390,ENR6GIVWG6,57,2019-03-21,2019-03-28,7
391,4SHASJXQL3,336,2019-11-12,2019-11-18,6
392,AO5MC6TP3K,221,2019-05-30,2019-06-06,7
393,WJKZGW2L1A,3,2019-05-11,2019-05-15,4
394,6NY2WO09TV,255,2019-09-27,2019-09-30,3
395,7U556ZU3ZD,275,2019-08-16,2019-08-19,3
396,VIBPTF5DU7,242,2019-04-23,2019-04-24,1
397,XPIGDEU75X,83,2019-04-07,2019-04-12,5
398,ADQV1PMGUW,346,2019-12-28,2020-01-04,7
399,6BHYNHX533,66,2019-07-01,2019-07-02,1
400,N9QB7TQQ1H,186,2019-08-13,2019-08-15,2
401,0RPPGV2QPK,70,2019-01-31,2019-02-05,5
402,BTALS5VH80,341,2019-10-20,2019-10-23,3
403,DI8HEGKWZQ,282,2019-01-28,2019-02-04,7
404,FSRJ7IAMYR,182,2019-10-06,2019-10-12,6
405,XICTHSNG3A,321,2019-12-26,2019-12-28,2
406,5UQRHL51A1,16,2019-04-10,2019-04-15,5
407,2EBW9JQ74T,266,2019-01-19,2019-01-21,2
408,OAPFYHS24D,358,2019-12-10,2019-12-17,7
409,O8PODHVV8D,169,2019-04-14,2019-04-19,5
410,S8D5IP3WAT,322,2019-07-20,2019-07-22,2
411,VPFA4AEJR3,122,2019-01-31,2019-02-02,2
412,UDIIHI5SDH,367,2019-07-28,2019-07-28,0
413,UFVSWU73IZ,20,2019-03-06,2019-03-06,0
414,XQMMPT8CQK,54,2019-10-05,2019-10-09,4
415,FXHYFSKHOO,296,2019-11-30,2019-12-05,5
416,MVQ2379P58,212,2019-08-23,2019-08-29,6
417,C5YWT5071N,159,2019-04-08,2019-04-11,3
418,F8ZYZ48WAW,374,2019-08-08,2019-08-13,5
419,VYVZTZJUS1,14,2019-04-12,2019-04-13,1
420,A2GCF2QJQW,222,2019-08-25,2019-08-26,1
421,23WTKSC9DJ,115,2019-11-13,2019-11-16,3
422,BQ0H9DBJ7T,123,2019-12-13,2019-12-19,6
423,2SB9BKK13O,324,2019-11-11,2019-11-11,0
424,YFN16E14DY,191,2019-03-12,2019-03-16,4
425,IT93RFZG1A,295,2019-05-16,2019-05-21,5
426,4NNV4FHLMO,113,2019-10-17,2019-10-23,6
427,OTJ1T5883A,102,2019-11-15,2019-11-18,3
428,QHQ94V8HT5,113,2019-04-13,2019-04-20,7
429,JKXBA94LB4,410,2019-11-22,2019-11-27,5
430,R9HNS1VM8Q,59,2019-04-17,2019-04-22,5
431,IMOND0WQEM,324,2019-07-05,2019-07-05,0
432,KVQXINH26E,311,2019-05-13,2019-05-16,3
433,KD2EBVSS28,211,2019-10-30,2019-10-30,0
434,5M019YI020,52,2019-01-19,2019-01-26,7
435,19CZLLM4LC,408,2019-11-06,2019-11-13,7
436,G0N5VYNHUV,386,2019-02-09,2019-02-12,3
437,YK39MZBJ1Y,203,2019-06-22,2019-06-25,3
438,GMWTOUMRA0,250,2019-05-14,2019-05-19,5
439,72ZYRTN23K,285,2019-05-16,2019-05-22,6
440,F3LVW9HD3J,59,2019-11-02,2019-11-03,1
441,SDNVARL8DX,328,2019-08-17,2019-08-22,5
442,4PARGATO9B,308,2019-06-10,2019-06-13,3
443,6FZFILTUPF,50,2019-03-22,2019-03-22,0
444,Z1KXVN8WBH,246,2019-09-06,2019-09-07,1
445,S0ZG5IIEXT,94,2019-03-27,2019-03-30,3
446,X5FQ9GCAWM,44,2019-10-28,2019-10-29,1
447,C6ZC8BX5V0,157,2019-01-31,2019-02-07,7
448,R3B84F51NS,329,2019-11-05,2019-11-09,4
449,2H9XSADYWA,268,2019-03-21,2019-03-28,7
450,WNLGZW7C24,105,2019-03-03,2019-03-04,1
451,Q9PBFQ0WO2,170,2019-07-31,2019-08-07,7
452,QE3CNAP4UP,36,2019-07-22,2019-07-26,4
453,DO6JOMGMVP,218,2019-01-27,2019-01-31,4
454,VK7ENLN8FD,153,2019-10-21,2019-10-25,4
455,ZODLP1J0N4,14,2019-12-23,2019-12-29,6
